match	sentence	collection	author	title	textClass	bibl	date
gewöhnt	Wer sie ertragen mag , verliert gerade da die wenigste Zeit und wird fester und ruhiger schlafen , als er sonst gewöhnt ist .	kern	Kneipp, Sebastian / Reile, Bonifaz (Hg.)	Das große Kneippbuch	Gebrauchsliteratur::Wissenschaft	Reile, Bonifaz (Hg.), Kneipp, Sebastian. Das große Kneippbuch, München: Beckstein 1939 [1903], S. #page#	1903-12-31
herausholen	Man kann die ganze Moralphilosophie ebensogut aus einem gewöhnlichen und privaten Leben herausholen wie aus einem Leben reicheren Materials .	kern	Auerbach, Erich	Mimesis	Wissenschaft	Auerbach, Erich: Mimesis, Bern: Francke 1959 [1946], S. #page#	1946-12-31
kam	Daß bei jenen Schwärmereien homosexuelle Regungen mitschwingen könnten , kam den Beteiligten damals so wenig zum Bewußtsein wie mir ; um so weniger , als wir alle von der gewiß nicht unbedeutenden , jetzt meines Erachtens freilich überschätzten Rolle , die diesen Trieben in der jugendlichen Seele zugewiesen ist , ja kaum von ihrem Vorhandensein eine Ahnung hatten .	kern	Schnitzler, Arthur	Jugend in Wien	Gebrauchsliteratur::Autobiographien	Schnitzler, Arthur: Jugend in Wien, Eine Autobiographie. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1918], S. #page#	1918-12-31
nachgesandt	Dann waren sie wieder aufgebrochen , und der Alte hatte ihnen aus seiner Sippe Späher nachgesandt .	kern	Jünger, Ernst	Auf den Marmorklippen	Belletristik::Roman	Jünger, Ernst: Auf den Marmorklippen, Gütersloh: Bertelsmann 1995 [1939], S. #page#	1939-12-31
verhört	Später wird Goerdeler von der Gestapo wegen der Kontakte in London und in Paris verhört .	kern	unknown	Chronik deutscher Zeitgeschichte - 1938	Wissenschaft	o. A.: 1938. In: Overresch, Manfred u. Saal, Friedrich Wilhelm (Hgg.) Deutsche Geschichte von Tag zu Tag 1918-1949, Berlin: Directmedia Publ. 2000 [1982], S. #page#	1982-12-31
blieb	Seitdem hatte ich die kaum begonnene Korrespondenz wieder abgebrochen , und die Brücke zum Herzen der Kinder , auf die ich gehofft hatte , blieb ungebaut .	kern	Braun, Lily	Memoiren einer Sozialistin	Wissenschaft	Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. #page#	1911-01-01
garantiert	Daß eine derart bestimmte Ministerialorganisation durch das Grundgesetz verfassungsrechtlich garantiert sei , kann nicht zugegeben werden .	kern	Böckenförde, Ernst-Wolfgang	Die Organisationsgewalt im Bereich der Regierung	Wissenschaft::Rechtswissenschaft	Böckenförde, Ernst-Wolfgang: Die Organisationsgewalt im Bereich der Regierung, Berlin: Duncker u. Humblot 1964, S. #page#	1964-12-31
schützt	Ich sollte meinen , wenn man nicht nur seine Armensteuer bezahlt , sondern auch reichlich zu den wohltätigen Anstalten beiträgt , so hätte man doch genug getan , um das Recht zu haben , vor solchen unangenehmen und unverschämten Behelligungen sichergestellt zu werden ; und wofür bezahlt man denn eine so hohe Steuer zum Unterhalt der städtischen Polizei , wenn diese einen nicht einmal so weit schützt , daß man ruhig in die Stadt oder heraus gehn kann ? « ( zit . nach Engels , a.a.O. , 488 f. ) .	kern	Kurz, Robert	Schwarzbuch Kapitalismus	Gebrauchsliteratur	Kurz, Robert: Schwarzbuch Kapitalismus, Frankfurt a. M.: Eichborn 1999, S. #page#	1999-12-31
erschienen	Er sagte das äußerlich gelassen , nur sein Gesicht veränderte sich beim Sprechen zuerst ein wenig und dann immer mehr : es war , als würde unter der strengen Bewahrung seiner großen gesammelten Züge noch ein anderes Gesicht erkennbar , ein Gesicht von so tiefer , erschütternder Durchdrungenheit aller Dinge , daß man plötzlich glaubte , es könne gar nicht das Gesicht eines einzelnen Menschen sein , sondern es erschienen darinnen die Gesichter vieler anderer , deren Anfechtung und Auflehnungen in seinen milden Augen begraben lagen wie in einem grenzenlosen Erbarmen .	kern	Le Fort, Gertrud von	Das Schweißtuch der Veronika	Belletristik	Le Fort, Gertrud von: Das Schweißtuch der Veronika, Frankfurt a. M.: Fischer 1959 [1928], S. #page#	1928-12-31
sprang	Da sprang der Italiener , der ein Messer bei sich hatte , sofort auf , stellte Großmutters Koffer in den überfüllten Gang und bot ihr sogar den Fensterplatz an .	kern	Schwaiger, Brigitte	Wie kommt das Salz ins Meer?	Belletristik::Roman	Schwaiger, Brigitte: Wie kommt das Salz ins Meer?, Reinbek bei Hamburg: Rowohlt 1982 [1977], S. #page#	1977-12-31
verhoffe	Wohl zu Unrecht verhoffe ich , daß Ihr Rechtssinn groß genug sein wird , um die Entrüstung zu ästimleren , welche ich empfand , als mein zweiter , so dringlicher Brief in betreff der wohlbewußten Angelegenheit ohne Antwort verblieb , nachdem nur auf den ersten eine Entgegnung ( ich geschweige , welcher Art! ) zur Hand gekommen war .	kern	Mann, Thomas	Buddenbrooks	Belletristik::Roman	Mann, Thomas: Buddenbrooks, Frankfurt a. M.: Fischer 1989 [1901], S. #page#	1901-12-31
heißt	Weiter heißt es :	kern	p. st.		Zeitung::Abend-Ausgabe	Berliner Tageblatt (Abend-Ausgabe), 07.03.1925	1925-03-07
besitzen	Wahrscheinlich besitzen die Schließzellen lichtgesteuerte Kaliumpumpen .	kern	Nultsch, Wilhelm	Allgemeine Botanik	Wissenschaft::Biologie	Nultsch, Wilhelm: Allgemeine Botanik, Stuttgart: Thieme 1986 [1964], S. #page#	1964-12-31
entgegengestellt	Dem hat die tiefe und nachdenkliche Sorge der abendländischen Seele das Zeichen der Mutterliebe entgegengestellt , das im antiken Mythus kaum am Horizont erscheint , etwa in der Klage der Persephone oder dem schon hellenistischen Sitzbild der Demeter von Knidos .	kern	Spengler, Oswald	Der Untergang des Abendlandes	Wissenschaft	Spengler, Oswald: Der Untergang des Abendlandes, München: Beck 1929 [1918], S. #page#	1918-12-31
färbt	Eine weitere Darstellungsmethode färbt spezifisch die Kortexareale an , die vermehrt ein bestimmtes Enzym der Atmungskette , die Cytochrom c-Oxidase ( CO ) in den Mitochondrien enthalten .	kern	Hoffmann, K.-P. / Wehrhahn, Christian	Zentrale Sehsysteme	Wissenschaft::Neurowissenschaft	Hoffmann, K.-P. u. Wehrhahn, Christian: Zentrale Sehsysteme. In: Dudel, Josef u. a. (Hgg.) Neurowissenschaft, Berlin: Springer 1996, S. #page#	1996-12-31
legten	Den Rest des Weges legten sie in der alten Ordnung zurück .	kern	Hauptmann, Gerhart	Der Narr in Christo Emanuel Quint	Belletristik	Hauptmann, Gerhart: Der Narr in Christo Emanuel Quint, Berlin: Aufbau-Verl. 1962 [1910], S. #page#	1910-12-31
verziehen	Daß ihm wie einst dem jungen Debütanten erneut ein Manuskript refüsiert wurde , hat der selbstbewußte Dichter dem Verleger nie verziehen :	kern	Wittmann, Reinhard	Geschichte des deutschen Buchhandels	Wissenschaft::Gebrauchsliteratur	Wittmann, Reinhard: Geschichte des deutschen Buchhandels. In: Lehmstedt, Mark (Hg.) Geschichte des deutschen Buchwesens, Berlin: Directmedia Publ. 2000 [1991], S. #page#	1991-12-31
verhaftet	Seit dem Abschluß des Grundlagenvertrags vom 21. Dezember 1972 bis zum 10. August 1974 seien nach den der Bundesregierung vorliegenden Unterlagen insgesamt 167 Personen mit Wohnsitz in der BRD oder Westberlin wegen staatsfeindlichen Menschenhandels' ( = kommerzielle Fluchthilfe ) nach § 105 des St GB der DDR in der DDR verhaftet und 112 auch verurteilt worden ; ferner seien 169 Personen wegen Beihilfe zum ungesetzlichen Grenzübertritt' ( = Republikflucht ) nach den §§ 22 und 213 verhaftet und von diesen 46 verurteilt worden .	kern	unknown	Mitteilung über Fluchthelferprozesse Entlassungen aus der DDR gegen DMGroßbritannien protestiert gegen Urteile	Zeitung::DEUTSCHE DEMOKRATISCHE REPUBLIK. GROSSBRITANNIEN. BUNDESREPUBLIK DEUTSCHLAND.	Archiv der Gegenwart, 2001 [1974]	1974-09-20
bricht	Ich bin Ihnen dankbar für die Mühe , die Sie sich mit mir gegeben haben , aber ... « , sie bricht ab und flüstert hastig :	kern	Horster, Hans-Ulrich [d.i. Eduard Rhein]	Ein Herz spielt falsch	Belletristik::Roman	Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. #page#	1950-12-31
liefert	Herr Gromyko hat erst kürzlich höchst positive Zusicherungen gegeben , daß die Waffen , welche die Sowjetunion an Cuba liefert , rein defensiv seien .	kern	unknown	Dritte Cuba-Krise	Zeitung::VEREINIGTE STAATEN. CUBA. SOWJETUNION.	Archiv der Gegenwart, 2001 [1962]	1962-10-28
erinnert	Robust wie das Fell ist auch die Form , die an die Mützen der russischen Mushiks erinnert .	kern	c. w.	Neueste Pariser Moden	Zeitung::Abend-Ausgabe	Frankfurter Zeitung (Abend-Ausgabe), 03.01.1908	1908-01-03
verhindern	Der sowjetische Vorschlag , daß der japanische Friedensvertrag von dem Außenministerrat vorbereitet werden sollte , dem Vertreter der Sowjetunion und der Vereinigten Staaten angehören würden , ist ein Vorschlag , den die Sowjetunion periodisch immer dann unterbreitet , wenn sie den Abschluß des japanischen Friedensvertrages verhindern will .	kern	unknown	Außenpolitik. JAPAN. Friedensvertrag.	Zeitung::SOWJETUNION. VEREINIGTE STAATEN.	Archiv der Gegenwart, 2001 [1951]	1951-05-08
austreten	( Die Daily Mail stellte in ihrem Bericht fest , falls Großbritannien austreten wurde , werde die ELDO zusammenbrechen , ehe sie noch ihren ersten Satelliten gestartet habe .	kern	unknown	Großbritannien will ELDO-Verpflichtungen überprüfen	Zeitung::GROSSBRITANNIEN. ELDO.	Archiv der Gegenwart, 2001 [1966]	1966-02-16
bestritten	Einfach überrascht war man über das nun zur Abwicklung gelangende Varieté-Programm , das von namhaften Künstlern bestritten wurde und von Max Teichmann in launiger Weise angesagt wurde .	kern	unknown	Wir waren dabei	Zeitung::Berliner Ausgabe	Völkischer Beobachter (Berliner Ausgabe), 02.03.1938	1938-03-02
sengen	"Nun , „ sengen "" war : singen machen ."	kern	Reimann, Hans	Vergnügliches Handbuch der Deutschen Sprache	Gebrauchsliteratur::Belletristik	Reimann, Hans: Vergnügliches Handbuch der Deutschen Sprache, Düsseldorf: Econ-Verl. 1964 [1931], S. #page#	1931-12-31
beschwert	Dem außereuropäischen Expansionskurs wurde ebenso abgeschworen wie der Breschnew-Doktrin , die 1968 in Prag so schrecklichen Niederschlag gefunden und die osteuropäische Luft so sehr beschwert hatte .	kern	Brandt, Willy	Erinnerungen	Gebrauchsliteratur::Politik	Brandt, Willy: Erinnerungen, Berlin: Ullstein 1997 [1989], S. #page#	1989-12-31
legte	Schritte kamen die Treppe herauf ; Kathrin trat ins Zimmer , legte einen Stapel gebügelter Wäsche auf die Kommode und warf einen verwunderten Blick auf ihn , der sie von unten herauf ansah , als sei er nicht bei sich .	kern	Seidel, Ina	Das Wunschkind	Belletristik::Roman	Seidel, Ina: Das Wunschkind, Frankfurt a. M. u. a.: Ullstein 1987 [1930], S. #page#	1930-12-31
erworben	Er hatte die einfachste Spielregel nicht begriffen , daß man erst den Lohn verhieß und dann die Bedingungen stellte , unter denen er erworben werden konnte .	kern	Klepper, Jochen	Der Vater	Belletristik	Klepper, Jochen: Der Vater, Gütersloh: Bertelsmann 1962 [1937], S. #page#	1937-12-31
erlauben	Die Lücken in den Nekrologen von S. Severo ( heute in S. Zaccaria ) und der Sanità ( Venedig , Archivio di Stato ) erlauben nicht , den genauen Todestag anzugeben .	kern	Enrico Paganuzzi	Bozzi	Wissenschaft	Paganuzzi, Enrico: Bozzi. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1973], S. #page#	1973-12-31
gedrillt	Fuchs ist der wichtigste Mann bei Frantzke , hatte Edmund gesagt , er hat die Frantzke-Farben erfunden , das leuchtende Rot , das fröhliche Grün auf jeder Dose , jeder Schachtel , er hat die Typenbeschränkung durchgesetzt , die Verkaufsorganisation gedrillt , die Verkäuferschule gegründet , Boykottaktionen gegen rebellische Einzelhändler gestartet .	kern	Walser, Martin	Halbzeit	Belletristik::Roman	Walser, Martin: Halbzeit, Frankfurt a. M.: Suhrkamp 1997 [1960], S. #page#	1960-12-31
sangen	Auch die anderen an den langen Tafeln sangen und schlugen die Fäuste nieder , daß die Geflügelknochen auf den Tellern rasselten .	kern	Hartung, Hugo	Ich denke oft an Piroschka	Belletristik::Roman	Hartung, Hugo: Ich denke oft an Piroschka, Frankfurt a. M.: Büchergilde Gutenberg 1980 [1954], S. #page#	1954-12-31
merkte	Zurück auf der Waterloo Bridge - ein erschütternder Gedanke : Benutzte nicht Simon McBurney die ganze Zeit den V-Effekt , und ich merkte es gar nicht ?	kern	Moritz Rinke	Was hält denn Frau Thatcher von Brecht?	Zeitung::FEU	Die Zeit, 02.05.1997, Nr. 19	1997-05-02
vorausgesetzt	Es ist für das Verständnis der Genesis der Ideenlehre von größter Wichtigkeit sich darüber klar zu sein , daß schon in diesen ersten Sätzen , mit denen die Behandlung der Ideenlehre im Phaedo einsetzt und die von da ab , so ohne jeden Beweis , wie sie hier eingeführt sind , doch fort und fort als » zulänglich bewiesene « Prämissen angenommen werden und dem ganzen Aufbau des Beweises als letzte Stütze dienen ( es genügt die zwei bezeichnendsten Stellen , 77 A und 100 B , herauszuheben ) , die entscheidenden Feststellungen des Theaetet als bekannt vorausgesetzt werden .	kern	Natorp, Paul	Platons Ideenlehre	Wissenschaft::Philosophie	Natorp, Paul: Platons Ideenlehre. In: Philosophie von Platon bis Nietzsche, Berlin: Directmedia Publ. 2000 [1903], S. #page#	1903-12-31
lauerte	Eine große Anzahl Kriegsboote aber lauerte versteckt im hohen Schilf über der Untiefe .	kern	Stucken, Eduard	Die weißen Götter	Belletristik	Stucken, Eduard: Die weißen Götter, Stuttgart: Stuttgarter Hausbücherei [1960] [1919], S. #page#	1919-12-31
erteilt	Die Ermächtigung nach Absatz 2 Satz 2 kann nur Berufskonsularbeamten des höheren Auswärtigen Dienstes erteilt werden .	kern	not specified	Gesetz über die Konsularbeamten, ihre Aufgaben und Befugnisse (Konsulargesetz)	Gebrauchsliteratur::Recht::Verwaltungsgesetze	o. A.: Gesetz über die Konsularbeamten, ihre Aufgaben und Befugnisse (Konsulargesetz). In: Sartorius 1: Verfassungs- und Verwaltungsgesetze der Bundesrepublik Deutschland, München: Beck 1998	1998-02-01
anzutun	Nichtsdestoweniger läßt sich diese konkrete Fülle der Ausdrucksformen , ohne ihr Gewalt anzutun , auf gewisse Grundtypen beziehen und um sie gruppieren .	kern	Cassirer, Ernst	Philosophie der symbolischen Formen	Wissenschaft::Philosophie	Cassirer, Ernst: Philosophie der symbolischen Formen, Darmstadt: Wiss. Buchges. 1994 [1923], S. #page#	1923-12-31
drangen	Panzerspitzen der Armee des Marschalls Rokossowski drangen bis Elbing vor .	kern	Grass, Günter	Die Blechtrommel	Belletristik::Roman	Grass, Günter: Die Blechtrommel, Darmstadt: Luchterhand 1959, S. #page#	1959-12-31
gestaltete	Im Auftrag von A. Skira gestaltete P. im klass. Stil gehaltene Radierungen zu Ovids Metamorphosen ( 1930 ) .	kern	unknown	Lexikon der Kunst - P	Wissenschaft	o. A.: Lexikon der Kunst - P. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1993], S. #page#	1993-12-31
bringen	Freilich klärt sich bald die verwirrende Fülle der soldatischen Wünsche in zwei Richtungen : der Soldat hier im Osten will im Buch aus der Enge seiner augenblicklichen sowjetischen Umwelt heraus und die großen politischen oder historischen Zusammenhänge erkennen , zudem sein soldatisches oder berufliches Wissen vertiefen und er will besonders - und das ist vielleicht die beglückendste Erkentnnis - über die äußeren Unzulänglichkeiten seines gegenwärtigen Lebens hinaus die inneren Kräfte seiner Gefühle und seiner Seele wieder einmal zum Klingen bringen .	kern	Wagner, Friedrich	Welche Bücher liest der Soldat?	Zeitung::Norddt. Ausgabe	Völkischer Beobachter (Norddt. Ausgabe), 13.01.1942	1942-01-13
knickten	Die Roggenhalme rauschten und knickten um meine Beine .	kern	Holtz-Baumert, Gerhard	Alfons Zitterbacke	Belletristik::Kinderliteratur	Holtz-Baumert, Gerhard: Alfons Zitterbacke, Berlin: Kinderbuchverlag 1981 [1958], S. #page#	1958-12-31
fehlten	Eine Frau möchte sofort getraut werden , bisher hatte sie Schwierigkeiten , es fehlten notwendige Papiere , die Räterepublik soll ihr Lebensglück retten .	kern	Toller, Ernst	Eine Jugend in Deutschland	Belletristik	Toller, Ernst: Eine Jugend in Deutschland, Reinbek bei Hamburg: Rowohlt 1985 [1933], S. #page#	1933-12-31
bestehen	In der Einschätzung des PA . bestehen zwischen DDR und Bundesrepublik Deutschland nach wie vor erhebliche Differenzen .	kern	Zimmermann, Hartmut (Hg.)	DDR-Handbuch - P	Gebrauchsliteratur::Politik	Zimmermann, Hartmut (Hg.): DDR-Handbuch - P. In: Enzyklopädie der DDR, Berlin: Directmedia Publ. 2000 [1985], S. #page#	1985-12-31
fächert	Sie öffnet ihre Handtasche und fächert die Visitenkarten auf .	kern	Schulze, Ingo	Simple Storys	Belletristik::Roman	Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. #page#	1998-12-31
eingetreten	Im Augenblick sind Friedensverhandlungen im Gange zwischen Rumänien und den Zentralmächten , und es hätte keinen Sinn , etwas anderes zu tun , als nochmals unsere Sympathien für dieses Volk zu bekunden und zu bedauern , daß die Umstände , die nun einmal ohne unsere Schuld eingetreten sind , es unmöglich gemacht haben , diesem unseren Bundesgenossen zu helfen . Bonar Lew kam dann auf die Hilfe Englands durch Transporte zur See zu sprechen und bezweifelte , ob es jemals möglich war , entscheidende Kriegsoperationen auszuführen mit Truppen , die über See transportiert worden sind .	kern	unknown	Bouar Laws Budgetrede.	Zeitung::Abend-Ausgabe	Berliner Tageblatt (Abend-Ausgabe), 08.03.1918	1918-03-08
gesucht	Möge in der amerikanischen Nation immer mehr die Erkenntnis geweckt werden , daß man mit Erdichtungen anstatt mit Wirklichkeiten auf sie zu wirken gesucht hat .	kern	Dickie, J.F.	Wie Deutschland 1898 die Waffenausfuhr gegen Amerika verhinderte.	Zeitung::Abend-Ausgabe	Berliner Tageblatt (Abend-Ausgabe), 03.03.1915	1915-03-03
bestehe	"-- In einem Interview mit einem Sonderkorrespondenten der "" Times "" erklärte General Franco , daß die einzige Möglichkeit zur Lösung der durch die Bombenabwürfe auf rote Häfen entstandenen Fragen in der Bereitstellung eines bestimmten Hafens ( Almeria ) bestehe , der ausschließlich dem Handel mit nichtmilitärischen Gütern zu dienen habe ."	kern	unknown	Revolution. ENGLAND, ITALIEN. Außenpolitik.	Zeitung::SPANIEN.	Archiv der Gegenwart, 2001 [1938]	1938-07-04
beansprucht	Durch den allmählichen Zerfall der ganzen Oberhaut wird die vollständige postmortale Ausblutung der Leichname ermöglicht , ein Vorgang , der nach Zillner im ganzen etwa 2 Monate beansprucht .	kern	Kratter, Julius	Leichenwesen einschließlich der Feuerbestattung	Gebrauchsliteratur::Wissenschaft	Kratter, Julius: Leichenwesen einschließlich der Feuerbestattung. In: Weyl, Theodor (Hg.), Handbuch der Hygiene II. Band, 2. Abteilung, Leipzig: Barth 1912, S. #page#	1912-12-31
